h3_cell,centroid_latitude,centroid_longitude,action,cost_usd,reduction_pct,baseline_calls_30d,prevented_calls_30d,roi_calls_prevented_per_1k,code_violations_count,service_311_count,distance_to_nearest_station_km,prediction_uncertainty_30d,underserved_flag,priority_score
8944ec6a64bffff,32.381952973014826,-86.2896662351922,Code Enforcement Blitz,13098.867890889818,38.898113151483024,8.341934603093964,3.2448551609342067,0.2477202753675364,76.0,356.0,0.0,8.674157810246493,True,8.39493812300851
8944ec6a687ffff,32.376948085260196,-86.31022440943015,Hotspot Patrol Windows,2600.0,18.0,11.042662045091244,1.9876791681164239,0.764491987737086,39.0,1691.0,0.0,11.042662045091244,True,8.39211709145072
8944eeb49b3ffff,32.402528434743815,-86.21693786656412,Rapid Response Coverage,2600.0,14.000000000000002,13.000371495118536,1.8200520093165953,0.7000200035833058,0.0,668.0,0.0,14.716345761013589,True,7.999677255157469
8944ec6a653ffff,32.37802300196439,-86.29388636937918,Hotspot Patrol Windows,2600.0,18.0,10.283190781031175,1.8509743405856114,0.7119132079175429,14.0,1085.0,0.0,12.475812249170128,True,7.936379164850004
8944ec6a457ffff,32.37444394105405,-86.32050448703865,Code Enforcement Blitz,9530.0,37.65118521198913,7.60979305115398,2.8651772759390637,0.3006481926483803,43.0,407.0,0.0,9.156536223086611,True,7.826134659485288
8944ec6a6bbffff,32.38004461381155,-86.3094307863982,Hotspot Patrol Windows,2600.0,18.0,10.403998668628788,1.8727197603531818,0.7202768309050699,15.0,1844.0,0.0,10.403998668628788,True,7.821864053454692
8944ec6b497ffff,32.36385470599423,-86.26861535521452,Code Enforcement Blitz,6909.249435647547,33.295185755380174,7.639950980973225,2.5437358707350253,0.3681638496955815,25.0,111.0,0.0,7.639950980973225,True,7.289529548067949
8944ec6a6a3ffff,32.3823066690943,-86.31206389261459,Code Enforcement Blitz,4910.0,18.33216987849966,11.295367424500958,2.0706859446602275,0.42172829830147196,1.0,564.0,0.0,14.12318142427208,True,7.137036443054451
8944ec6a68fffff,32.37778254808245,-86.30679786355932,Hotspot Patrol Windows,2600.0,18.0,9.538164516083238,1.716869612894983,0.6603344664980704,14.0,1487.0,0.0,9.538164516083238,True,7.125909078591897
8944ec6b13bffff,32.41457515325877,-86.27487021478883,Code Enforcement Blitz,81690.0,38.99999999999999,6.15894430971718,2.4019882807896997,0.029403700340184843,699.0,586.0,0.0,8.262924018890693,True,7.0892923766654805
8944ec6a687ffff,32.376948085260196,-86.31022440943015,Lighting + Cleanup Surge,6031.056939441536,20.365557287644044,11.042662045091244,2.2488996648739827,0.37288649194584234,39.0,1691.0,0.0,11.042662045091244,True,7.066434002833761
8944ec6a6a3ffff,32.3823066690943,-86.31206389261459,Rapid Response Coverage,2600.0,14.000000000000002,11.295367424500958,1.5813514394301342,0.6082120920885131,1.0,564.0,0.0,14.12318142427208,True,7.0113864407823705
8944ec6a653ffff,32.37802300196439,-86.29388636937918,Lighting + Cleanup Surge,4045.112049151244,17.949379036055955,10.283190781031175,1.8457688902880482,0.45629610944283544,14.0,1085.0,0.0,12.475812249170128,True,6.7065904287006175
8944ec6a687ffff,32.376948085260196,-86.31022440943015,Rapid Response Coverage,2600.0,14.000000000000002,11.042662045091244,1.5459726863127743,0.594604879351067,39.0,1691.0,0.0,11.042662045091244,True,6.6657866725164645
8944eeb49b3ffff,32.402528434743815,-86.21693786656412,Code Enforcement Blitz,4800.0,14.000000000000002,13.000371495118536,1.8200520093165953,0.37917750194095734,0.0,668.0,0.0,14.716345761013589,True,6.469637275688744
8944ec6a6bbffff,32.38004461381155,-86.3094307863982,Lighting + Cleanup Surge,4104.245506788055,17.709529121920482,10.403998668628788,1.8424991740650345,0.4489251851571027,15.0,1844.0,0.0,10.403998668628788,True,6.46515473258963
8944ec6a653ffff,32.37802300196439,-86.29388636937918,Rapid Response Coverage,2600.0,14.000000000000002,10.283190781031175,1.4396467093443646,0.5537102728247556,14.0,1085.0,0.0,12.475812249170128,True,6.328779024910041
8944ec6b13bffff,32.41457515325877,-86.27487021478883,Hotspot Patrol Windows,2600.0,18.0,6.15894430971718,1.1086099757490924,0.4263884522111894,699.0,586.0,0.0,8.262924018890693,True,6.299768786148987
8944ec6a64bffff,32.381952973014826,-86.2896662351922,Hotspot Patrol Windows,2585.7358412076246,17.735094193855883,8.341934603093964,1.4794499594485724,0.5721581980151615,76.0,356.0,0.0,8.674157810246493,True,6.2803929752122984
8944ec6a6bbffff,32.38004461381155,-86.3094307863982,Rapid Response Coverage,2600.0,14.000000000000002,10.403998668628788,1.4565598136080304,0.5602153129261656,15.0,1844.0,0.0,10.403998668628788,True,6.195377676631327
8944ec6b133ffff,32.413742489583164,-86.27829698752662,Code Enforcement Blitz,67720.0,38.99999999999999,5.605596419659317,2.1861826036671337,0.032282672824381776,572.0,490.0,0.0,6.697782127084396,True,6.1922165057136445
8944eeb49b3ffff,32.402528434743815,-86.21693786656412,Lighting + Cleanup Surge,2944.3376627534667,10.886753255069333,13.000371495118536,1.415318366915923,0.48069159486020185,0.0,668.0,0.0,14.716345761013589,True,6.1142577455192955
8944ec6a6a3ffff,32.3823066690943,-86.31206389261459,Lighting + Cleanup Surge,3019.5285950345205,12.69672664723026,11.295367424500958,1.4341419256891794,0.47495557023290375,1.0,564.0,0.0,14.12318142427208,True,6.070574206396898
8944ec6a68fffff,32.37778254808245,-86.30679786355932,Lighting + Cleanup Surge,4014.375422920519,17.334646511441466,9.538164516083238,1.6534071025427708,0.4118715686386631,14.0,1487.0,0.0,9.538164516083238,True,5.809403029970234
8944ec6a457ffff,32.37444394105405,-86.32050448703865,Hotspot Patrol Windows,2600.0,18.0,7.60979305115398,1.3697627492077165,0.5268318266183525,43.0,407.0,0.0,9.156536223086611,True,5.80303612440222
8944ec6a68fffff,32.37778254808245,-86.30679786355932,Rapid Response Coverage,2600.0,14.000000000000002,9.538164516083238,1.3353430322516535,0.5135934739429436,14.0,1487.0,0.0,9.538164516083238,True,5.6347809903033115
8944ec6b133ffff,32.413742489583164,-86.27829698752662,Hotspot Patrol Windows,2600.0,18.0,5.605596419659317,1.0090073555386772,0.3880797521302604,572.0,490.0,0.0,6.697782127084396,True,5.447299952232844
8944ec684c3ffff,32.417434639123854,-86.28698910372046,Code Enforcement Blitz,66620.0,38.99999999999999,4.754312713774028,1.8541819583718706,0.027832211923924804,562.0,491.0,0.0,6.446443858383548,True,5.433412932029587
8944ec6b13bffff,32.41457515325877,-86.27487021478883,Rapid Response Coverage,2600.0,14.000000000000002,6.15894430971718,0.8622522033604053,0.3316354628309251,699.0,586.0,0.0,8.262924018890693,True,5.3369236979835675
8944ec6a6b7ffff,32.381472137697166,-86.31549073348991,Hotspot Patrol Windows,2587.3584913796735,17.765229125622504,6.949719420633361,1.2346335786634015,0.47717917048481756,0.0,361.0,0.0,10.2573261155316,True,5.2880977754658165
8944ec6a643ffff,32.38111913990627,-86.29309241399355,Hotspot Patrol Windows,2578.6629686623737,17.603740846586945,7.0344691369662415,1.2383297168046785,0.480221623319404,2.0,335.0,0.0,9.63138431198598,True,5.2541514601804105
8944eeb69d7ffff,32.34742198424283,-86.24072879375763,Code Enforcement Blitz,11384.133848700603,38.423556414501,5.289459642303756,2.0323985096828467,0.17852904197141242,63.0,201.0,0.0,5.289459642303756,True,5.188431279354473
8944eeb6dc7ffff,32.32884809204256,-86.24549671275045,Hotspot Patrol Windows,2600.0,18.0,6.69894981409513,1.2058109665371233,0.4637734486681243,3.0,418.0,0.0,9.114369492135449,True,5.060314138995253
8944ec6b42bffff,32.380165939205824,-86.26121790826596,Code Enforcement Blitz,27603.21938752886,38.8720323125481,5.0924583449207095,1.9795420533406303,0.071714173102395,208.0,345.0,0.0,6.562738089716272,True,5.048184464700377
8944ec6b143ffff,32.408619895840246,-86.2635483163519,Hotspot Patrol Windows,2600.0,18.0,6.53317848251647,1.1759721268529646,0.45229697186652484,1.0,463.0,0.0,9.993505410495398,True,5.02449597650058
8944ec6a64bffff,32.381952973014826,-86.2896662351922,Rapid Response Coverage,2591.8490521186427,13.836981042372853,8.341934603093964,1.154271909597253,0.4453468880271874,76.0,356.0,0.0,8.674157810246493,True,5.001181756657268
8944ec6a64bffff,32.381952973014826,-86.2896662351922,Lighting + Cleanup Surge,8963.682273386301,20.67364546772602,8.341934603093964,1.7245819849932038,0.19239659912016172,76.0,356.0,0.0,8.674157810246493,True,4.977821246173487
8944ec6b497ffff,32.36385470599423,-86.26861535521452,Hotspot Patrol Windows,2450.4915349844277,15.22341422113937,7.639950980973225,1.1630613841255548,0.4746237101908396,25.0,111.0,0.0,7.639950980973225,True,4.9334790308489
8944eeb6dc7ffff,32.32884809204256,-86.24549671275045,Code Enforcement Blitz,5130.0,22.664339756999315,6.69894981409513,1.5182727460173941,0.29595959961352714,3.0,418.0,0.0,9.114369492135449,True,4.908135586504707
8944ec79b07ffff,32.368140269042165,-86.286784603433,Code Enforcement Blitz,5350.0,25.19849668267534,5.925336732413977,1.4930957799546796,0.2790833233560149,5.0,524.0,0.0,10.233848022285391,True,4.889447078843708
8944ec6a643ffff,32.38111913990627,-86.29309241399355,Code Enforcement Blitz,4928.555579981602,20.713919437478356,7.0344691369662415,1.4571142698854662,0.2956473243000144,2.0,335.0,0.0,9.63138431198598,True,4.827743887227404
8944ec684c3ffff,32.417434639123854,-86.28698910372046,Hotspot Patrol Windows,2600.0,18.0,4.754312713774028,0.855776288479325,0.3291447263382019,562.0,491.0,0.0,6.446443858383548,True,4.799465847782517
8944ec6a457ffff,32.37444394105405,-86.32050448703865,Lighting + Cleanup Surge,6329.764682637295,20.20181514602111,7.60979305115398,1.537316325188887,0.24287100741766668,43.0,407.0,0.0,9.156536223086611,True,4.796410984708909
8944ec6b13bffff,32.41457515325877,-86.27487021478883,Lighting + Cleanup Surge,58798.25247094904,20.56504941898078,6.15894430971718,1.2665899409808428,0.021541285459234318,699.0,586.0,0.0,8.262924018890693,True,4.696801283866581
8944ec79b07ffff,32.368140269042165,-86.286784603433,Hotspot Patrol Windows,2600.0,18.0,5.925336732413977,1.066560611834516,0.41021561993635225,5.0,524.0,0.0,10.233848022285391,True,4.63009158574584
8944ec6a457ffff,32.37444394105405,-86.32050448703865,Rapid Response Coverage,2600.0,14.000000000000002,7.60979305115398,1.0653710271615573,0.4097580873698297,43.0,407.0,0.0,9.156536223086611,True,4.613375771458484
8944ec6b133ffff,32.413742489583164,-86.27829698752662,Rapid Response Coverage,2600.0,14.000000000000002,5.605596419659317,0.7847834987523045,0.30183980721242476,572.0,490.0,0.0,6.697782127084396,True,4.570961296208451
8944ec6b6afffff,32.38123396158784,-86.244887491328,Hotspot Patrol Windows,2600.0,18.0,6.008583077774809,1.0815449539994655,0.4159788284613329,3.0,409.0,0.0,8.969231169972154,True,4.560495466121139
8944ec6b497ffff,32.36385470599423,-86.26861535521452,Lighting + Cleanup Surge,4869.549613662675,18.350757752812576,7.639950980973225,1.4019888969520247,0.28790935675414675,25.0,111.0,0.0,7.639950980973225,True,4.538645625367218
8944ec6a69bffff,32.372423991085235,-86.30495881883941,Code Enforcement Blitz,6340.0,30.925313756888812,4.672454957037522,1.444971355613158,0.22791346303046658,14.0,443.0,0.0,9.839682527456612,True,4.529201481788981
8944ec684c7ffff,32.41969709294599,-86.28962201389717,Code Enforcement Blitz,65850.0,38.99999999999999,3.683097750981939,1.436408122882956,0.02181333519943745,555.0,547.0,0.0,6.062560572126251,True,4.4836405488653295
8944ec6b6afffff,32.38123396158784,-86.244887491328,Code Enforcement Blitz,5130.0,22.664339756999315,6.008583077774809,1.3618056833284489,0.26545919752991204,3.0,409.0,0.0,8.969231169972154,True,4.423999821181234
8944ec7abd7ffff,32.31232617497145,-86.38458614554057,Code Enforcement Blitz,14541.915902512805,38.55319317085467,4.542080360067358,1.7511170151922197,0.12041859043412782,91.0,235.0,0.0,5.199138564035093,True,4.387571486612674
8944ec684cbffff,32.41826749725476,-86.2835619620101,Code Enforcement Blitz,55400.0,38.99999999999999,3.759522768678469,1.4662138797846027,0.026465954508747343,460.0,503.0,0.0,6.357978434156432,True,4.3640858158448435
8944ec6b1afffff,32.41290969990979,-86.28172383385728,Code Enforcement Blitz,50008.82616161133,38.81471026935221,3.9028910776697625,1.5148958639259165,0.030292569936160748,412.0,322.0,0.0,5.8558879070488405,True,4.316964523891505
8944ec78a77ffff,32.360385256632675,-86.33053086450683,Code Enforcement Blitz,27178.86789088982,38.898113151483024,4.175049037598969,1.62401529877515,0.05975286775353544,204.0,356.0,0.0,6.506892203478219,True,4.23849702623558
8944ec6a6b7ffff,32.381472137697166,-86.31549073348991,Rapid Response Coverage,2592.7762807883846,13.855525615767695,6.949719420633361,0.9629201545498375,0.3713857465006748,0.0,361.0,0.0,10.2573261155316,True,4.220011194869328
8944ec6a643ffff,32.38111913990627,-86.29309241399355,Rapid Response Coverage,2587.8074106642134,13.756148213284272,7.0344691369662415,0.9676720004988152,0.3739350913484101,2.0,335.0,0.0,9.63138431198598,True,4.185903042421833
8944ec6b42bffff,32.380165939205824,-86.26121790826596,Hotspot Patrol Windows,2582.0845237567346,17.667284012625075,5.0924583449207095,0.8996990790217679,0.34843905021078664,208.0,345.0,0.0,6.562738089716272,True,4.128069460338445
8944ec6b143ffff,32.408619895840246,-86.2635483163519,Code Enforcement Blitz,4910.0,18.33216987849966,6.53317848251647,1.1976733778805055,0.24392533154389115,1.0,463.0,0.0,9.993505410495398,True,4.075821078660299
8944ec684c3ffff,32.417434639123854,-86.28698910372046,Rapid Response Coverage,2600.0,14.000000000000002,4.754312713774028,0.665603779928364,0.2560014538186015,562.0,491.0,0.0,6.446443858383548,True,4.056210768038186
8944ec799a3ffff,32.36062937842878,-86.31761819888851,Code Enforcement Blitz,43300.0,38.99999999999999,3.6705378820566583,1.4315097740020966,0.033060271916907545,350.0,486.0,0.0,6.143195018015691,True,4.033566951855869
8944eeb6dc7ffff,32.32884809204256,-86.24549671275045,Rapid Response Coverage,2600.0,14.000000000000002,6.69894981409513,0.9378529739733182,0.3607126822974301,3.0,418.0,0.0,9.114369492135449,True,4.013048471372366
8944ec7990bffff,32.36087215080041,-86.30470726068731,Code Enforcement Blitz,8746.602989520894,36.48316823741359,4.22754148846179,1.5423410735419734,0.17633601015043407,39.0,202.0,0.0,4.3420196439063075,True,4.010463370698308
8944ec6b143ffff,32.408619895840246,-86.2635483163519,Rapid Response Coverage,2600.0,14.000000000000002,6.53317848251647,0.9146449875523058,0.3517865336739638,1.0,463.0,0.0,9.993505410495398,True,4.003145807434373
8944ec684c7ffff,32.41969709294599,-86.28962201389717,Hotspot Patrol Windows,2600.0,18.0,3.683097750981939,0.662957595176749,0.2549836904525958,555.0,547.0,0.0,6.062560572126251,True,3.9913285338534434
8944ec6b497ffff,32.36385470599423,-86.26861535521452,Rapid Response Coverage,2514.566591419673,12.29133182839346,7.639950980973225,0.9390517265980203,0.3734447637228214,25.0,111.0,0.0,7.639950980973225,True,3.9863432561801266
8944ec6b133ffff,32.413742489583164,-86.27829698752662,Lighting + Cleanup Surge,48615.116531490734,20.102330629814695,5.605596419659317,1.1268555260529707,0.023179118069644927,572.0,490.0,0.0,6.697782127084396,True,3.951590532008206
8944ec6b137ffff,32.416004998667105,-86.28092938302157,Code Enforcement Blitz,72120.0,38.99999999999999,2.772277427492252,1.0811881967219783,0.014991516870798367,612.0,538.0,0.0,6.59836336740469,True,3.9059689600414553
8944ec79817ffff,32.34336875710387,-86.29313542142192,Code Enforcement Blitz,5501.647391135002,29.28018729532037,4.593598999272832,1.3450143905830474,0.24447484452571722,13.0,93.0,0.0,4.593598999272832,True,3.887047626817017
8944ec6b1c7ffff,32.40385969585478,-86.27119549586617,Hotspot Patrol Windows,2574.05943770931,17.518246700315753,5.272732382179177,0.9236902665575839,0.3588457410989656,0.0,322.0,0.0,8.16622720119867,True,3.8750122489791803
8944ec684cbffff,32.41826749725476,-86.2835619620101,Hotspot Patrol Windows,2600.0,18.0,3.759522768678469,0.6767140983621244,0.2602746532162017,460.0,503.0,0.0,6.357978434156432,True,3.8415292419292846
8944ec6b5cfffff,32.38302466207484,-86.27333084368227,Code Enforcement Blitz,24270.0,38.99999999999999,3.695107804101999,1.4410920435997794,0.0593775048866823,177.0,431.0,0.0,6.524377245561564,True,3.7929603133851337
8944ec6b123ffff,32.416837696554936,-86.27750246257976,Code Enforcement Blitz,44180.0,38.99999999999999,3.2375918074408077,1.2626608049019148,0.02857991862611849,358.0,838.0,0.0,7.128222578994812,True,3.7775636008273574
8944ec78e2bffff,32.34096415298196,-86.3387148993415,Code Enforcement Blitz,15528.354413344796,37.630590688907986,4.056654867764855,1.526543188950254,0.09830682301006537,105.0,77.0,0.0,4.056654867764855,True,3.7392020736980824
8944ec6a69bffff,32.372423991085235,-86.30495881883941,Hotspot Patrol Windows,2600.0,18.0,4.672454957037522,0.841041892266754,0.32347765087182845,14.0,443.0,0.0,9.839682527456612,True,3.7322841286777604
8944ec6b1afffff,32.41290969990979,-86.28172383385728,Hotspot Patrol Windows,2574.05943770931,17.518246700315753,3.9028910776697625,0.6837180874308011,0.2656186090400659,412.0,322.0,0.0,5.8558879070488405,True,3.715197084961909
8944ec79b07ffff,32.368140269042165,-86.286784603433,Rapid Response Coverage,2600.0,14.000000000000002,5.925336732413977,0.8295471425379569,0.31905659328382957,5.0,524.0,0.0,10.233848022285391,True,3.7037670272448526
8944ec6a643ffff,32.38111913990627,-86.29309241399355,Lighting + Cleanup Surge,3055.476301347342,12.930709820784141,7.0344691369662415,0.9096067915337233,0.297697217004309,2.0,335.0,0.0,9.63138431198598,True,3.7019019060827887
8944eeb6dc7ffff,32.32884809204256,-86.24549671275045,Lighting + Cleanup Surge,3129.244641841349,13.597202329906683,6.69894981409513,0.9108697602014224,0.29108294954703096,3.0,418.0,0.0,9.114369492135449,True,3.6250293688030157
8944ec6b6afffff,32.38123396158784,-86.244887491328,Rapid Response Coverage,2600.0,14.000000000000002,6.008583077774809,0.8412016308884733,0.32353908880325893,3.0,409.0,0.0,8.969231169972154,True,3.621156772289859
8944eeb69d7ffff,32.34742198424283,-86.24072879375763,Hotspot Patrol Windows,2519.2978980301405,16.501246677702614,5.289459642303756,0.8728267834940691,0.3464563615825423,63.0,201.0,0.0,5.289459642303756,True,3.584110254675662
8944ec79b07ffff,32.368140269042165,-86.286784603433,Lighting + Cleanup Surge,3302.366420706024,14.97466695449764,5.925336732413977,0.8872994416115061,0.2686859447358986,5.0,524.0,0.0,10.233848022285391,True,3.583345945413982
8944ec78a4bffff,32.35443525696599,-86.31920479909853,Code Enforcement Blitz,76960.0,38.99999999999999,2.334606604781555,0.9104965758648064,0.011830776713420043,656.0,660.0,0.0,5.637203738756012,True,3.550785104163772
8944ec6b137ffff,32.416004998667105,-86.28092938302157,Hotspot Patrol Windows,2600.0,18.0,2.772277427492252,0.49900993694860535,0.19192689882638667,612.0,538.0,0.0,6.59836336740469,True,3.542211598549046
8944ec684c3ffff,32.417434639123854,-86.28698910372046,Lighting + Cleanup Surge,47810.967072998246,20.019341459964885,4.754312713774028,0.9517820962449456,0.019907191895778966,562.0,491.0,0.0,6.446443858383548,True,3.523899169952661
8944ec799a3ffff,32.36062937842878,-86.31761819888851,Hotspot Patrol Windows,2600.0,18.0,3.6705378820566583,0.6606968187701985,0.2541141610654609,350.0,486.0,0.0,6.143195018015691,True,3.4889444415843096
8944ec78a77ffff,32.360385256632675,-86.33053086450683,Hotspot Patrol Windows,2585.7358412076246,17.735094193855883,4.175049037598969,0.7404488794578507,0.28635905789666294,204.0,356.0,0.0,6.506892203478219,True,3.4864838278763806
8944ec79b9bffff,32.356589335476315,-86.2865350269118,Code Enforcement Blitz,8330.83177825133,35.85295658444528,3.674429866298876,1.317391744690027,0.15813447921601798,36.0,170.0,0.0,4.169087993104088,True,3.4328887743091885
8944ec6a6b7ffff,32.381472137697166,-86.31549073348991,Code Enforcement Blitz,4745.822105912886,13.90970350985481,6.949719420633361,0.9666853661768999,0.2036918672051557,0.0,361.0,0.0,10.2573261155316,True,3.4281190001074546
8944ec684c7ffff,32.41969709294599,-86.28962201389717,Rapid Response Coverage,2600.0,14.000000000000002,3.683097750981939,0.5156336851374715,0.19832064812979674,555.0,547.0,0.0,6.062560572126251,True,3.415539502416511
8944ec6b42bffff,32.380165939205824,-86.26121790826596,Rapid Response Coverage,2589.7625850038485,13.795251700076966,5.0924583449207095,0.7025174464033855,0.27126712327660785,208.0,345.0,0.0,6.562738089716272,True,3.3510644172649298
8944ec6b123ffff,32.416837696554936,-86.27750246257976,Hotspot Patrol Windows,2600.0,18.0,3.2375918074408077,0.5827665253393454,0.22414097128436358,358.0,838.0,0.0,7.128222578994812,True,3.2999501417213404
8944ec6b143ffff,32.408619895840246,-86.2635483163519,Lighting + Cleanup Surge,2979.6630851507243,11.899416449554332,6.53317848251647,0.7774101150273088,0.2609053751417617,1.0,463.0,0.0,9.993505410495398,True,3.285103023733338
8944ec6b6afffff,32.38123396158784,-86.244887491328,Lighting + Cleanup Surge,3127.4379333318075,13.561068159715854,6.008583077774809,0.8148280466101944,0.26054171624826444,3.0,409.0,0.0,8.969231169972154,True,3.266030666861234
8944ec684cbffff,32.41826749725476,-86.2835619620101,Rapid Response Coverage,2600.0,14.000000000000002,3.759522768678469,0.5263331876149857,0.20243584139037912,460.0,503.0,0.0,6.357978434156432,True,3.253792472503236
8944ec78a4bffff,32.35443525696599,-86.31920479909853,Hotspot Patrol Windows,2600.0,18.0,2.334606604781555,0.4202291888606799,0.1616266111002615,656.0,660.0,0.0,5.637203738756012,True,3.248241900447569
8944ec7abd7ffff,32.31232617497145,-86.38458614554057,Hotspot Patrol Windows,2537.447043919655,16.838302244222156,4.542080360067358,0.7648092192035957,0.3014089381830711,91.0,235.0,0.0,5.199138564035093,True,3.2049226209586066
8944ec6844fffff,32.42755305622012,-86.28117848698105,Code Enforcement Blitz,27781.504989569203,38.435841649282004,3.3318634666359253,1.2806297660064623,0.046096486367001546,212.0,204.0,0.0,3.3619220441918127,True,3.17414865641924
8944ec78e4fffff,32.335015362649024,-86.32738941008638,Hotspot Patrol Windows,2560.2729251719556,17.26221146747918,4.561701556038129,0.78745056911859,0.30756508861870746,1.0,286.0,0.0,6.313330471350426,True,3.1697169236125196
8944ec799a7ffff,32.362891256241376,-86.32025123728657,Code Enforcement Blitz,57710.0,38.99999999999999,2.350030587587663,0.9165119291591884,0.01588133649556729,481.0,495.0,0.0,5.36287003322987,True,3.1278064705745408
8944ec6b1afffff,32.41290969990979,-86.28172383385728,Rapid Response Coverage,2585.176821548177,13.703536430963542,3.9028910776697625,0.5348341006893015,0.20688492030073477,412.0,322.0,0.0,5.8558879070488405,True,3.1262976674166656
8944ec6b5cfffff,32.38302466207484,-86.27333084368227,Hotspot Patrol Windows,2600.0,18.0,3.695107804101999,0.6651194047383597,0.2558151556685999,177.0,431.0,0.0,6.524377245561564,True,3.1202454013792256
8944ec78b97ffff,32.36215449980457,-86.35899628878968,Code Enforcement Blitz,14389.249435647547,37.93208239274591,3.4003523216268183,1.289824444283133,0.08963806278093671,93.0,111.0,0.0,3.4003523216268183,True,3.1135465095824117
8944ec6b137ffff,32.416004998667105,-86.28092938302157,Rapid Response Coverage,2600.0,14.000000000000002,2.772277427492252,0.3881188398489153,0.14927647686496742,612.0,538.0,0.0,6.59836336740469,True,3.1088136702902416
8944eeb6857ffff,32.33860733719606,-86.21731840608021,Code Enforcement Blitz,22101.33869093614,38.50223115156023,3.2566261350811985,1.2538737222710852,0.05673293096880618,160.0,221.0,0.0,4.003296409319817,True,3.1047068876796255
8944ec6a69bffff,32.372423991085235,-86.30495881883941,Lighting + Cleanup Surge,4017.901713555953,17.40517232415014,4.672454957037522,0.8132488370406761,0.20240635411684288,14.0,443.0,0.0,9.839682527456612,True,3.097269752459614
8944ec6b1c7ffff,32.40385969585478,-86.27119549586617,Rapid Response Coverage,2585.176821548177,13.703536430963542,5.272732382179177,0.7225508028991353,0.2794976331508432,0.0,322.0,0.0,8.16622720119867,True,3.079420220674055
8944ec6a6b7ffff,32.381472137697166,-86.31549073348991,Lighting + Cleanup Surge,2902.627390871813,10.052547817436267,6.949719420633361,0.6986238679368233,0.24068672063588206,0.0,361.0,0.0,10.2573261155316,True,3.048538616578172
8944ec7991bffff,32.357775422764156,-86.30550083817771,Code Enforcement Blitz,7698.05020110221,34.77090063722549,3.205024960382655,1.1144160443729285,0.14476601415425505,29.0,224.0,0.0,5.222137406527167,True,3.0336573607389257
